slope_pct,raw_speed_kmh,current_speed_kmh,walk_bike_speed_kmh,hybrid_routing_speed_kmh
-28.28,114.605,24,1.84589,0.25
-28.26,114.563,24,1.84719,0.25
-28.24,114.521,24,1.84848,0.25
-28.22,114.479,24,1.84977,0.25
-28.2,114.437,24,1.85107,0.25
-28.18,114.395,24,1.85236,0.25
-28.16,114.353,24,1.85366,0.25
-28.14,114.311,24,1.85496,0.25
-28.12,114.269,24,1.85626,0.25
-28.1,114.227,24,1.85756,0.25
-28.08,114.185,24,1.85886,0.25
-28.06,114.143,24,1.86016,0.25
-28.04,114.101,24,1.86146,0.25
-28.02,114.058,24,1.86277,0.25
-28,114.016,24,1.86407,0.25
-27.98,113.974,24,1.86538,0.25
-27.96,113.932,24,1.86668,0.25
-27.94,113.89,24,1.86799,0.25
-27.92,113.848,24,1.8693,0.25
-27.9,113.805,24,1.87061,0.25
-27.88,113.763,24,1.87192,0.25
-27.86,113.721,24,1.87323,0.25
-27.84,113.678,24,1.87454,0.25
-27.82,113.636,24,1.87585,0.25
-27.8,113.594,24,1.87717,0.25
-27.78,113.551,24,1.87848,0.25
-27.76,113.509,24,1.8798,0.25
-27.74,113.467,24,1.88111,0.25
-27.72,113.424,24,1.88243,0.25
-27.7,113.382,24,1.88375,0.25
-27.68,113.34,24,1.88507,0.25
-27.66,113.297,24,1.88639,0.25
-27.64,113.255,24,1.88771,0.25
-27.62,113.212,24,1.88903,0.25
-27.6,113.17,24,1.89035,0.25
-27.58,113.127,24,1.89168,0.25
-27.56,113.085,24,1.893,0.25
-27.54,113.042,24,1.89433,0.25
-27.52,113,24,1.89565,0.25
-27.5,112.957,24,1.89698,0.25
-27.48,112.915,24,1.89831,0.25
-27.46,112.872,24,1.89964,0.25
-27.44,112.829,24,1.90097,0.25
-27.42,112.787,24,1.9023,0.25
-27.4,112.744,24,1.90363,0.25
-27.38,112.701,24,1.90496,0.25
-27.36,112.659,24,1.9063,0.25
-27.34,112.616,24,1.90763,0.25
-27.32,112.573,24,1.90897,0.25
-27.3,112.531,24,1.91031,0.25
-27.28,112.488,24,1.91164,0.25
-27.26,112.445,24,1.91298,0.25
-27.24,112.402,24,1.91432,0.25
-27.22,112.36,24,1.91566,0.25
-27.2,112.317,24,1.917,0.25
